Unnamed: 0,Unnamed: 0.1,tic,date,high,low,open,close,adjcp,zopen,zhigh,zlow,zadjcp,zclose,zd_5,zd_10,zd_15,zd_20,zd_25,zd_30
316.892121769949,313.3296620034494,BTC,2014-02-23 23:59:59,306.32031792594927,296.10420895569365,283.0302841514379,267.5248198556595,250.10374698562586,231.32846056645943,211.7979933915889,192.12248240098484,172.9032935345479,154.70417730240138,138.05930083827596,123.43927357048933,111.2472035813667,101.81158235247037,95.3816613846992,92.12473525456498
299.5324662088342,296.1379213175858,BTC,2014-02-24 23:59:59,289.46160107183,279.73340935643176,267.2884056792383,252.53624186191726,235.97087904581812,218.12869132770328,199.5822548149621,180.9105212438704,162.68457379414818,145.43811830485427,129.67477879920972,115.83721638996926,104.30357502723776,95.38124466674624,89.30298480219265,86.22476818681997
275.97946842558673,272.86893275626807,BTC,2014-02-25 23:59:59,266.7510493815933,257.83574805615245,246.4289651776633,232.90400926455732,217.71154776044042,201.34151479488906,184.31947270163636,167.1764049016712,150.43617781472406,134.58908473914025,120.09939951522901,107.37556322827037,96.76706053776391,88.55840652829043,82.96531652697037,80.1324877172152
298.5890316262124,295.22621731662946,BTC,2014-02-26 23:59:59,288.60962713749416,278.9671801743966,266.6293118314484,251.99927098465815,235.56468991404304,217.85577316510103,199.43839281780993,180.88886842744992,162.77361060065908,145.62337514436467,129.94091867763663,116.16868998644757,104.68538492505235,95.7993888032218,89.74456130642812,86.67780056214667
304.1523391180818,300.72446285935837,BTC,2014-02-27 23:59:59,293.9811108769868,284.1536433020047,271.5787174458304,256.66755827888574,239.91687108004058,221.86789553696383,203.09716581955135,184.19128221629597,165.7280388834576,148.24861763259466,132.26527255645036,118.22892475524107,106.5254935250828,97.46922599821218,91.29841442232498,88.17291976743722
296.87098079404973,293.50850617213297,BTC,2014-02-28 23:59:59,286.89507311962814,277.2584942930073,264.9305728153077,250.31680361081757,233.90594243164415,216.22986690868643,197.85489828389947,179.35529121897414,161.2965823199031,144.2075370435008,128.58739981015515,114.87500054480792,103.44528262257171,94.60309201840109,88.57929638000552,85.5286213151289
295.43042762692505,292.09618932052456,BTC,2014-03-01 23:59:59,285.53722377637837,275.9791905451879,263.7501876741365,249.2508273489965,232.9646029805452,215.4183773260485,197.17303537379016,178.79925422475438,160.85833332833508,143.8758099900146,128.34892104144873,114.71508075303495,103.34844728285007,94.55354442308224,88.56119711489478,85.52620980792041
297.218603664502,293.85954766454057,BTC,2014-03-02 23:59:59,287.2524248033942,277.62444024572795,265.30641287053754,250.7024717346952,234.2999345267864,216.6301272375639,198.25808077676683,179.75821887641155,161.69590301439817,144.60019521796875,128.97124227357358,115.24892288295841,103.80935375880794,94.95854280889566,88.9283696738009,85.8743074731198
326.4510047556381,322.8034350384357,BTC,2014-03-03 23:59:59,315.623133502125,305.156542731306,291.75940708943034,275.8654167701548,258.0018609989439,238.740368177441,218.69474992538218,198.4920179212838,178.74870985836398,160.04420350528056,142.9295872618424,127.89093120630551,115.34536952704119,105.63340157467547,99.01375769596827,95.6602938729232
343.4812937516799,339.63770102976963,BTC,2014-03-04 23:59:59,332.074118839529,321.0481525919555,306.93428866404645,290.1899890101395,271.37023216770797,251.079207594331,229.96284132379748,208.68002295763466,187.88139581500388,168.17785460669023,150.14953175962506,134.30837610270734,121.09365180370104,110.86386328708345,103.89138587043456,100.35921442218863
340.38513604231315,336.5809934335114,BTC,2014-03-05 23:59:59,329.0953189496866,318.1824868796714,304.21267621692346,287.6380248782599,269.00701777860286,248.91762959054617,228.00898627042957,206.93325188457226,186.33476309424833,166.81868832982667,148.9600911913382,133.26663058771535,120.1740708815601,110.03819398840112,103.12939372236742,99.62937688834836
340.07941903047373,336.2774806125488,BTC,2014-03-06 23:59:59,328.79627062458206,317.89006621988966,303.92894971977057,287.3649534034451,268.74627744523474,248.6708037780161,227.77715576210264,206.71712789242775,186.13456762547716,166.63413208335308,148.79030853487322,133.11019947195905,120.02904522573796,109.90216608342396,102.99958380033812,99.50274337913734
331.60023900455974,327.8736671891001,BTC,2014-03-07 23:59:59,320.54216094656834,309.85602976167917,296.1798762607192,279.95926760512384,261.73347518656556,242.08936258068854,221.65412823998489,201.06515985395916,180.9521110640734,161.90518585464736,144.4836709688726,129.1805041896903,116.41803929480521,106.54053776964678,99.80927600246461,96.39964340972708
323.1480991630415,319.5145572054348,BTC,2014-03-08 23:59:59,312.36616708214024,301.9473601963007,288.613988630901,272.80077993264615,255.03349053401652,235.88500187600968,215.96639171370364,195.89955638951517,176.29793508950408,157.7365135338431,140.76011641661793,125.84876926361959,113.41366326733285,103.78989077110461,97.23172337117971,93.90982681242198
326.687833766843,323.02343432990494,BTC,2014-03-09 23:59:59,315.81326990257645,305.3037563893737,291.85304814332886,275.8984581935136,257.9695210471918,238.64340922135423,218.53589250121794,198.27513496879143,178.48022921241468,159.73203053561363,142.58167424798526,127.51502325837141,114.94858761172082,105.22202998973594,98.59323941544412,95.23539013762127
327.53155230580404,323.8511370170966,BTC,2014-03-10 23:59:59,316.6102816557417,306.0564605779264,292.5498737996754,276.53054115323715,258.53081204252396,239.13078474164178,218.94929480148298,198.6164506037417,178.75380235627085,159.94408590613307,142.73964892457627,127.62724558246215,115.02392550544154,105.26962480362678,98.62233439757917,95.25524099567723
327.70845992748536,324.0303308547134,BTC,2014-03-11 23:59:59,316.79367627971766,306.2456534894145,292.7458853648204,276.7335822616992,258.74026661912285,239.3456322154832,219.16774293679828,198.83677443138419,178.9740983878977,160.1625496325461,142.95492685759052,127.83851719350265,115.23098003487902,105.47286254862513,98.82269144857291,95.45405206477722
329.8201639685743,326.11288030668453,BTC,2014-03-12 23:59:59,318.81897921013166,308.1879855031032,294.58286865553964,278.44701820160594,260.316790425543,240.77681897887283,220.45010530497356,199.9716538723304,179.96736911556582,161.02408334462842,143.69795709351288,128.47904535958034,115.78717728057465,105.96451995129061,99.2707340048572,95.88011643549653
330.8278265723976,327.1134807150635,BTC,2014-03-13 23:59:59,319.80558625332264,309.1538024663778,295.5213835120451,279.3520136680751,261.1825594436605,241.5985955303145,221.22414882467115,200.69561494238752,180.64041469989627,161.64701407175167,144.27344742897458,129.0115843373624,116.28296969568218,106.4312882108275,99.71742834801687,96.31655079792714
329.23478101499603,325.5329021091263,BTC,2014-03-14 23:59:59,318.25009178513335,307.6353275731732,294.05111774372205,277.9403338690379,259.83846043944476,240.32949737848293,220.0356023411069,199.59057044288662,179.619372905375,160.70785788002794,143.41115053079776,128.2183682695177,115.54850000212923,105.74300086304997,99.06097432596503,95.67633375728627
329.7554771109174,326.0516395409954,BTC,2014-03-15 23:59:59,318.7645705932153,308.1433392102185,294.5503529357755,278.42824000535904,260.3124220948103,240.7870077784851,220.47425921094919,200.00874413624342,180.01592117293595,161.0823400447514,143.76413046747743,128.55140353467053,115.86413472935334,106.04468370930047,99.35290409142219,95.96324679413993
329.72732983160995,326.02026854351465,BTC,2014-03-16 23:59:59,318.7272709723098,308.0976634889056,294.49445305863316,278.3610882938689,260.2337128648502,240.6972127385415,220.37453446836483,199.9004436417259,179.90076060852505,160.9621569943572,143.6405849983546,128.42588979029998,115.7376936100133,105.91797563524239,99.22624186030441,95.83667848413498
326.65948963252555,322.9822462773901,BTC,2014-03-17 23:59:59,315.7482364443157,305.20510179334207,291.71341534722745,275.71366556471895,257.73811819777865,238.3672128212965,218.2191371165708,197.92327845466573,178.10000505654972,159.33061904538374,142.16565679794803,127.08998857729591,114.51879229035471,104.79029035268586,98.16105235100173,94.80324924214
322.7920221007511,319.15572539656654,BTC,2014-03-18 23:59:59,312.0025358716656,301.5775205876658,288.2375407045585,272.4185189049152,254.6469595309616,235.49705123703941,215.58023237189488,195.5187481883523,175.92576512410014,157.3756912281898,140.41237744387033,125.51467404515228,113.09249819239453,103.47970878993976,96.92951596067716,93.61181119544226
322.01383563242683,318.3812180186958,BTC,2014-03-19 23:59:59,311.23534552508886,300.82151360275805,287.4967402271894,271.69716464975664,253.94926715962163,234.82713071409037,214.94145644191747,194.91388277012615,175.35647319524415,156.84239493081577,139.91396355604556,125.04846363609524,112.65427440819393,103.0638574562708,96.52926961200028,93.21958087216133
315.5679008456158,311.9975385017766,BTC,2014-03-20 23:59:59,304.97505334852883,294.7420454505999,281.65042061306593,266.1301726045617,248.69965288491238,229.92372006742187,210.40318448784987,190.7482400489436,171.55965642735674,153.3994181016482,136.79848663281348,122.22373997458187,110.07425556710899,100.67462879116997,94.27076578593291,91.02751348146353
308.5297813778393,305.02877467414146,BTC,2014-03-21 23:59:59,298.14306068062206,288.1105205121554,275.2773512401762,260.06653931890196,242.98747929858365,224.59450777739895,205.47728546928758,186.23380437311906,167.4521374570404,149.68187575070897,133.44158765823474,119.18677356864619,107.30637312075284,98.11643108682073,91.85618100203035,88.68589710352414
302.58739840896624,299.1556753872028,BTC,2014-03-22 23:59:59,292.40654838078103,282.5729507056299,269.9941135469175,255.08441572749828,238.34257458786035,220.31244098231846,201.5715445100281,182.7062831384734,164.29307422747493,146.87072335247626,130.9478142649334,116.97111164914398,105.32215671095621,96.311029695555,90.17247912385385,87.06379121704933
302.1254834380215,298.69512961074844,BTC,2014-03-23 23:59:59,291.9488033754149,282.11966176542967,269.5471765419748,254.64604825025648,237.91512652985335,219.89848539948972,201.17325725295743,182.32563410412266,163.93145085620694,146.52881589262336,130.62537973641085,116.66693115137188,105.03403052659829,96.03585282519191,89.90639074229412,86.80238865024778
306.0908291285251,302.62706314613155,BTC,2014-03-24 23:59:59,295.81397349959497,285.88662519148966,273.1868112311145,258.13182207835524,241.2245373172887,223.01309670702872,204.08032991190618,185.01881470495078,166.41073921278615,148.8007684780826,132.70368374749165,118.5719277214674,106.79217049588986,97.67886692859624,91.4702085929341,88.32586031524417
310.06085177948677,306.5511991018616,BTC,2014-03-25 23:59:59,299.64835051709167,289.5900524564979,276.7225241432368,261.468645373585,244.3378057870343,225.88576350589855,206.70287656564562,187.38922676121834,168.5349320165083,150.69198504326536,134.38192293395093,120.06318950034456,108.12757761931037,98.89370347760836,92.60290779369255,89.41696294797684
309.9494099096861,306.4370675788045,BTC,2014-03-26 23:59:59,299.529019650725,289.46353870767746,276.5875033519708,261.3246231202653,244.1851355749163,225.72538155511782,206.53633590744695,187.21839727103568,168.3618018474904,150.5184601087794,134.20954913433562,119.89303269882873,107.96014175568305,98.72892299380149,92.44021389461857,89.25541204530224
283.5042809771016,280.2264123316842,BTC,2014-03-27 23:59:59,273.78395751009106,264.4030293307236,252.4135729422348,238.21934666302772,222.30303899763726,205.18675560514848,187.42587683893316,169.57604800724766,152.1832521715384,135.75431168694655,120.7628959343755,107.62266289916023,96.68450099807447,88.23181091600517,82.47801646156626,79.5655260943822
273.58360279548845,270.4406971354932,BTC,2014-03-28 23:59:59,264.26128615900984,255.26234749536025,243.75895429936497,230.13583257645558,214.85356812208568,198.4129497357586,181.3440101586274,164.1828431429813,147.4532340044088,131.64285057401676,117.20936476840576,104.55293348014159,94.01368166422252,85.8668402128396,80.32001057926622,77.51190023623427
274.68174569456505,271.52716793718844,BTC,2014-03-29 23:59:59,265.3257570081172,256.2943847736157,244.74895360870335,231.07540241343105,215.73534817451775,199.2319962201808,182.09700907443286,164.86798742750202,148.0710992432204,132.19619192832528,117.70294554350471,104.99343853321518,94.40950721175805,86.22782671853953,80.65712631707677,77.83688470234276
264.1349405271746,261.08438656745517,BTC,2014-03-30 23:59:59,255.08881059621365,246.35893104446967,235.20193057473108,221.993185548059,207.18067851570697,191.25171862730795,174.7216718272186,158.1091211726336,141.92149788692873,126.63021008755827,112.67640997008016,100.44524344922567,90.26348001045751,82.39509941656492,77.03893406884794,74.327682250013
260.31616477228323,257.30618543757964,BTC,2014-03-31 23:59:59,251.39007851604185,242.77646682592848,231.76894555660624,218.73836631412314,204.1270861154477,188.4164631482898,172.11459871261093,155.73372552492998,139.77389890729168,124.69962886452004,110.94546705394795,98.89056632076937,88.8564517340648,81.10275053007376,75.82493886898602,73.15343925583873
265.6697809978109,262.6085487868248,BTC,2014-04-01 23:59:59,256.59060011767724,247.82778318765025,236.62791143178998,223.3668119499392,208.49352883329067,192.4969028556669,175.89315833262796,159.2041959796694,142.93928101377844,127.57212689474596,113.54674578809238,101.25094384822799,91.01399672287118,83.1020982183538,77.71586538275079,74.98925550716783
259.20905326291967,256.1954771788338,BTC,2014-04-02 23:59:59,250.27339192946246,241.65244348614314,230.63800929789787,217.6033853465356,202.99310380173205,187.28966294496374,171.00281319239105,154.6440832263279,138.7131124895762,123.67309656342718,109.9560912645823,97.93848188445853,87.93883650976275,80.21393751322928,74.95682649622805,72.29614589814514
251.10081612754934,248.19319186654636,BTC,2014-04-03 23:59:59,242.47890153012074,234.15975863109304,223.52957204896094,210.947081594697,196.8395781991886,181.6726787662366,165.93724396917852,150.1280274805205,134.7274555842854,120.18345603749182,106.91490977703775,95.28704182454882,85.60939167918247,78.13178010827185,73.04221747536434,70.4661038965065
254.27147893463186,251.32693124693193,BTC,2014-04-04 23:59:59,245.54008197641843,237.11519289957278,226.34972405752765,213.6069525402872,199.31957897003954,183.95922818939596,168.02283013272867,152.0114055272682,136.41362237704004,121.68321370031613,108.24444387561914,96.4672763496801,86.6652794481261,79.09153540727567,73.93651479619362,71.32726099416725
258.92412173661853,255.93242702634058,BTC,2014-04-05 23:59:59,250.0522493533456,241.49083763884323,230.5497664201913,217.59726508429236,203.07239897321966,187.45395034320106,171.2463870128252,154.95933267577882,139.08978369326874,124.09962084141665,110.4212470032962,98.4320001998702,88.45196961164206,80.73970249658983,75.48991152351334,72.83253771991642
261.388514894901,258.36655181829076,BTC,2014-04-06 23:59:59,252.42725405170862,243.77975124737478,232.72869882556117,219.64622674632136,204.9759117711815,189.20151483334197,172.83269451363898,156.38384949903167,140.35709218141457,125.21892575370846,111.40588486513283,99.29891516191061,89.22112171594017,81.4334543625807,76.13241391476308,73.4491222099416
258.69273534628985,255.6943344376431,BTC,2014-04-07 23:59:59,249.80187025419832,241.22326962212236,230.2615259084651,217.28680832280267,202.73990246312798,187.1012643932795,170.8768748991653,154.5766792568726,138.69829043708359,123.70362459189126,110.02436949487489,98.03693738080534,88.06029580723086,80.35183526190173,75.10523661334598,72.44966591523874
257.85912665521016,254.87215012059286,BTC,2014-04-08 23:59:59,249.00183744093937,240.45544002211898,229.53471375233974,216.60820227858835,202.11480899005952,186.53322941639254,170.36719514969994,154.12515584071514,138.30278109303282,123.36034315194446,109.7281928050309,97.78160152565299,87.83862921301342,80.1559793403838,74.92684420782108,72.28008023002106
256.43583830870915,253.458097431695,BTC,2014-04-09 23:59:59,247.6065405759274,239.0880553980342,228.20408921366715,215.32292628510174,200.8827258143944,185.36113005873185,169.26063758375906,153.08756849157072,137.3355988602004,122.46274196601394,108.89667798032467,97.01008914333012,87.11857042713412,79.47663423394134,74.27569445824818,71.6433524131985
235.37164777867096,232.58864446143548,BTC,2014-04-10 23:59:59,227.12314826200424,219.17147584191886,209.02015446843063,197.01966460576008,183.58430660794187,169.16276151449577,154.22757093544448,139.2485724339836,124.68330720752381,110.95345978718046,98.44909488465356,87.5080556710334,78.41446693974164,71.39598875489399,66.62289597454121,64.20819923487299
