daily_return,total assets
0.0,100000.0
-330.090087890625,99340.40657552083
-31.31982421875,99016.26009114583
173.88006591796875,98899.05348714192
-239.760498046875,98361.76631673177
52.80029296875,98123.69995117188
-3062.700439453125,94768.95951334636
-500.8494873046875,94032.78670247397
-3826.07958984375,89979.33378092448
4570.020263671875,94375.12070719402
-1999.200439453125,92145.26692708334
-648.7811279296875,91288.04579671225
414.720703125,91500.8798421224
2192.96923828125,93488.12241617839
-328.858154296875,92934.79427083334
748.3502197265625,93461.28448486328
3828.9580078125,97062.83915201822
-1372.4086303710938,95436.43719482422
-390.95947265625,94800.45438639322
981.538330078125,95539.38271077473
664.801025390625,95955.83374023438
-133.5596923828125,95570.23071289062
1147.740966796875,96466.63500976562
2138.309326171875,98347.81099446614
1175.7568359375,99256.1044921875
3059.2529296875,102042.45076497395
5773.5615234375,107529.5089518229
1600.5558471679688,108818.8881225586
-12708.358154296875,95792.7666422526
3542.637451171875,99068.07076009114
372.601318359375,99159.76542154947
2010.6595458984375,100888.13830566406
4365.123046875,104963.76802571614
-5022.274108886719,99636.8439127604
-2246.0357666015625,97103.06815592447
-832.6492309570312,95990.01892089844
2984.04052734375,98696.3027750651
-2804.97216796875,95604.36393229166
-2392.85888671875,92932.96171061197
2891.038330078125,95824.0000406901
3529.4425048828125,99353.4425455729
-86.64111328125,99266.80143229166
-717.064453125,98549.73697916666
-2088.473876953125,96461.26310221353
-2684.70556640625,93776.55753580728
-2846.57666015625,90929.98087565103
6445.5574951171875,97375.53837076822
3610.385009765625,100985.92338053384
-12983.461669921875,88002.46171061197
4687.679443359375,92690.14115397134
1537.85888671875,94228.0000406901
-794.57666015625,93433.42338053384
1241.4547119140625,94674.8780924479
303.243896484375,94978.12198893228
-821.9425048828125,94156.17948404947
-175.5574951171875,93980.62198893228
470.820556640625,94451.4425455729
-1829.70556640625,92621.73697916666
-3461.038330078125,89160.69864908853
-7883.0958251953125,81277.60282389322
-4386.7247314453125,76890.8780924479
1023.7247314453125,77914.60282389322
-213.179443359375,77701.42338053384
-1010.0452880859375,76691.3780924479
-2331.3013916015625,74360.07670084634
-5298.7177734375,69061.35892740884
6469.5,75530.85892740884
-1261.9808349609375,74268.8780924479
-3909.0574951171875,70359.82059733072
1098.961669921875,71458.7822672526
37.614990234375,71496.39725748697
-406.973876953125,71089.42338053384
-7625.461669921875,63463.96171061198
2054.2752685546875,65518.236979166664
3563.64111328125,69081.8780924479
45.602783203125,69127.48087565103
-6783.0,62344.48087565104
-867.538330078125,61476.942545572914
5013.7177734375,66490.6603190104
-446.8780517578125,66043.7822672526
-3364.14111328125,62679.64115397135
1863.897216796875,64543.53837076823
-663.4808349609375,63880.05753580729
12308.583618164062,76188.64115397134
-111.7177734375,76076.92338053384
-144.7822265625,75932.14115397134
-188.102783203125,75744.03837076822
-3956.935546875,71787.10282389322
-1333.8013916015625,70453.30143229166
2224.14111328125,72677.4425455729
-1045.385009765625,71632.05753580728
720.4808349609375,72352.53837076822
-229.14111328125,72123.39725748697
688.564453125,72811.96171061197
-1064.7630615234375,71747.19864908853
834.4808349609375,72581.67948404947
-571.14111328125,72010.53837076822
-996.0179443359375,71014.52042643228
-859.67578125,70154.84464518228
-563.612548828125,69591.23209635416
-2407.4498291015625,67183.7822672526
-1969.92333984375,65213.85892740885
-735.3013916015625,64478.55753580729
-429.5526123046875,64049.0049235026
2523.961669921875,66572.96659342447
57.570556640625,66630.5371500651
-352.256103515625,66278.28104654947
-12493.033447265625,53785.24759928385
2784.6747436523438,56569.922342936195
-512.3146362304688,56057.60770670573
-3522.484497070306,52535.12320963542
-373.00836181641273,52162.11484781901
2436.6351928710938,54598.7500406901
-4700.788330078125,49897.96171061198
863.8888549804688,50761.850565592445
320.11358642578125,51081.96415201823
1639.4353637695312,52721.39951578776
-160.5142822265625,52560.885233561195
-1262.6627197265625,51298.22251383463
417.58135986328125,51715.803873697914
-1181.1531372070312,50534.65073649088
-8840.587280273438,41694.063456217445
6357.8935546875,48051.957010904945
19.2667236328125,48071.22373453776
-804.0430297851562,47267.1807047526
5098.535888671875,52365.71659342448
6475.0872802734375,58840.803873697914
1346.2283935546875,60187.0322672526
-3583.248779296875,56603.78348795573
-1860.2546997070312,54743.528788248695
2498.881530761725,57242.41031901042
-387.25836181641273,56855.15195719401
-273.02874755858727,56582.12320963542
-894.785888671875,55687.33732096355
385.20574951171227,56072.54307047526
1044.466552734375,57117.00962320963
-4447.822998046875,52669.18662516276
-324.67108154296875,52344.51554361979
-2532.0538330078125,49812.46171061198
444.02874755859375,50256.49045817057
789.3372802734375,51045.82773844401
49.7010498046875,51095.528788248695
1153.1123657226562,52248.64115397135
-955.6614990234375,51292.979654947914
-1324.1123657226562,49968.86728922526
-154.92352294921227,49813.94376627605
-332.996337890625,49480.94742838542
-515.2787475586002,48965.66868082682
1123.927001953125,50089.595682779945
153.67108154296875,50243.266764322914
1059.287109375,51302.553873697914
566.8097534179688,51869.36362711588
-1772.3611450195312,50097.00248209635
293.66619873046875,50390.66868082682
-90.17578125,50300.49289957682
376.31341552735023,50676.80631510417
373.9233398437435,51050.729654947914
91.88397216796875,51142.61362711588
96.33013916016273,51238.94376627605
-300.84686279297523,50938.09690348307
-9.462890625,50928.63401285807
