daily_return,total assets
0.0,100000.0
-550.150146484375,98900.67762586806
-52.19970703125,98360.43348524306
289.80010986328125,98165.08914523655
-399.600830078125,97269.61052788628
88.00048828125,96872.83325195312
-5104.500732421875,91281.5991889106
-834.7491455078125,90054.64450412327
-6376.79931640625,83298.88963487413
7616.700439453125,90625.20117865669
-3332.000732421875,86908.77821180556
-1081.3018798828125,85480.07632785375
691.201171875,85834.79973687067
3654.94873046875,89146.87069363066
-548.096923828125,88224.65711805556
1247.2503662109375,89102.14080810548
6381.5966796875,95104.7319200304
-2287.3477172851562,92394.06199137372
-651.59912109375,91334.09064398873
1635.897216796875,92565.63785129125
1108.001708984375,93259.72290039064
-222.5994873046875,92617.05118815106
1912.901611328125,94111.05834960939
3563.848876953125,97246.35165744359
1959.5947265625,98760.17415364584
4894.8046875,103654.97884114584
8882.40234375,112537.38118489584
2371.19384765625,114908.5750325521
-18154.79736328125,96753.77766927084
4886.396484375,101640.17415364584
496.8017578125,102136.97591145834
2594.3994140625,104731.37532552084
5456.40380859375,110187.7791341146
-6087.60498046875,104100.17415364584
-2642.39501953125,101457.7791341146
-951.59912109375,100506.18001302084
3315.6005859375,103821.78059895834
-3032.40234375,100789.37825520834
-2518.798828125,98270.57942708334
3043.1982421875,101313.77766927084
3715.20263671875,105028.9803059896
-91.201171875,104937.7791341146
-754.8046875,104182.9744466146
-2198.3935546875,101984.5808919271
-2826.005859375,99158.5750325521
-2996.396484375,96162.1785481771
6784.79736328125,102946.97591145834
3800.4052734375,106747.38118489584
-13666.8017578125,93080.57942708334
4934.3994140625,98014.97884114584
1618.798828125,99633.77766927084
-836.396484375,98797.38118489584
1306.79443359375,100104.1756184896
319.2041015625,100423.3797200521
-865.20263671875,99558.17708333334
-184.79736328125,99373.3797200521
495.6005859375,99868.9803059896
-1926.005859375,97942.9744466146
-3643.1982421875,94299.7762044271
-8297.99560546875,86001.78059895834
-4617.60498046875,81384.1756184896
1077.60498046875,82461.78059895834
-224.3994140625,82237.38118489584
-1063.20556640625,81174.1756184896
-2454.00146484375,78720.17415364584
-5577.59765625,73142.57649739584
6810.0,79952.57649739584
-1328.40087890625,78624.1756184896
-4114.79736328125,74509.37825520834
1156.8017578125,75666.18001302084
39.5947265625,75705.77473958334
-428.3935546875,75277.38118489584
-8026.8017578125,67250.57942708334
2162.39501953125,69412.9744466146
3751.201171875,73164.1756184896
48.0029296875,73212.1785481771
-7140.0,66072.1785481771
-913.1982421875,65158.9803059896
5277.59765625,70436.5779622396
-470.39794921875,69966.18001302084
-3541.201171875,66424.97884114584
1961.9970703125,68386.97591145834
-698.40087890625,67688.5750325521
12956.40380859375,80644.97884114584
-117.59765625,80527.38118489584
-152.40234375,80374.97884114584
-198.0029296875,80176.97591145834
-4165.1953125,76011.78059895834
-1404.00146484375,74607.7791341146
2341.201171875,76948.9803059896
-1100.4052734375,75848.5750325521
758.40087890625,76606.97591145834
-241.201171875,76365.77473958334
724.8046875,77090.57942708334
-1120.80322265625,75969.7762044271
878.40087890625,76848.17708333334
-601.201171875,76246.97591145834
-1048.43994140625,75198.5359700521
-904.921875,74293.6140950521
-593.2763671875,73700.3377278646
-2534.15771484375,71166.18001302084
-2073.603515625,69092.57649739584
-774.00146484375,68318.5750325521
-452.16064453125,67866.41438802084
2656.8017578125,70523.21614583334
60.6005859375,70583.81673177084
-370.7958984375,70213.02083333334
-13150.5615234375,57062.45930989585
2931.236572265625,59993.695882161475
-539.278564453125,59454.41731770835
-3707.878417968743,55746.53889973961
-395.91238403321,55299.485070122624
2586.253143310547,57885.73821343317
-4989.4332275390625,52896.30498589411
916.9346618652344,53813.23964775934
339.7696838378906,54153.00933159723
1740.1024475097656,55893.111779107
-170.37042236328125,55722.74135674372
-1340.1946411132812,54382.54671563044
443.2223205566406,54825.76903618708
-1253.6800842285156,53572.08895195856
-9383.430358886719,44188.65859307184
6748.29052734375,50936.94912041559
20.44976806640625,50957.398888482
-853.4140930175781,50103.98479546442
5411.6038818359375,55515.58867730036
6872.680358886719,62388.26903618708
1428.8915405273438,63817.16057671442
-3803.2728271484375,60013.88774956598
-1974.4808654785156,58039.40688408747
2652.321624755866,60691.728508843335
-411.03738403321,60280.691124810124
-289.79367065429,59990.897454155835
-949.7288818359375,59041.1685723199
408.8587341308525,59450.02730645075
1108.6004638671875,60558.62777031794
-4720.9349365234375,55837.6928337945
-344.6070251464844,55493.085808648015
-2687.5308227539062,52805.55498589411
471.2936706542969,53276.848656548405
837.8053588867188,54114.654015435124
52.75286865234375,54167.40688408747
1223.9175109863281,55391.324395073796
-1014.3424682617188,54376.98192681208
-1405.4175109863281,52971.56441582575
-164.4363708496025,52807.12804497615
-353.4434814453125,52453.684563530835
-546.9186706543037,51906.76589287653
1192.9400634765625,53099.70595635309
163.10702514648438,53262.81298149958
1124.3310546875,54387.14403618708
601.6138610839844,54988.75789727106
-1881.1903381347656,53107.567559136296
311.6983337402344,53419.26589287653
-95.712890625,53323.55300225153
399.42037963867875,53722.97338189021
396.8835449218681,54119.85692681208
97.52597045898438,54217.38289727106
102.245147705085,54319.62804497615
-319.31991577149125,54000.308129204655
-10.0439453125,53990.264183892155
