Unnamed: 0,tic,date,high,low,open,close,adjcp,zopen,zhigh,zlow,zadjcp,zclose,zd_5,zd_10,zd_15,zd_20,zd_25,zd_30
0.0,BTC,2013-04-29 23:59:59,147.48800659179688,134.0,134.44400024414062,144.5399932861328,144.5399932861328,-0.0698491318039987,0.0203958312065792,-0.0729209476664893,0.0,-0.0383284457137463,0.2347621283567775,0.0295915849457886,-0.0126242053387868,-0.0532834634675818,-0.0668315515153954,-0.0663524617828448
0.015503875968992248,BTC,2013-04-30 23:59:59,147.479355213254,134.0007752411125,134.5921552791152,144.45410191735556,144.45410191735556,-0.06820850614778813,0.02096411765329904,-0.07234250644431542,0.0,-0.0383284457137463,0.2347621283567775,0.0295915849457886,-0.0126242053387868,-0.0532834634675818,-0.0668315515153954,-0.0663524617828448
0.046271257736914845,BTC,2013-05-01 23:59:59,147.36169078188027,133.59332138033096,134.66049395695836,144.02830185450927,144.02830185450927,-0.06423417644328658,0.02367387152741564,-0.07244940579282073,0.0,-0.04018917274313895,0.2347621283567775,0.0295915849457886,-0.0126242053387868,-0.0532834634675818,-0.0668315515153954,-0.0663524617828448
0.09206550180300918,BTC,2013-05-02 23:59:59,147.0243002034654,132.952834203869,134.37707540341512,143.42646770303583,143.42646770303583,-0.06159227295314707,0.026311530361638056,-0.07323126012991603,0.0,-0.04112720662732823,0.2347621283567775,0.0295915849457886,-0.0126242053387868,-0.0532834634675818,-0.0668315515153954,-0.0663524617828448
0.15265363355800127,BTC,2013-05-03 23:59:59,146.42125676390856,132.11790651813646,133.94099671499006,142.71830541306628,142.71830541306628,-0.05928919086489471,0.027549627272235117,-0.07505392050750949,0.0,-0.041588890235398565,0.2347621283567775,0.0295915849457886,-0.0126242053387868,-0.0532834634675818,-0.0668315515153954,-0.0663524617828448
0.22780629040206327,BTC,2013-05-04 23:59:59,145.93410549625105,131.50367540932814,133.38532232365876,142.24980455394896,142.24980455394896,-0.06035447493773926,0.027467031845103133,-0.07664653844968419,0.0,-0.038604641694307704,0.23136908924559899,0.0295915849457886,-0.0126242053387868,-0.0532834634675818,-0.0668315515153954,-0.0663524617828448
0.3172976657446669,BTC,2013-05-05 23:59:59,145.51342173742168,131.12599048424863,133.06772045082496,141.8414355478739,141.8414355478739,-0.059821358138498176,0.027427746571936053,-0.07663087612034672,0.0,-0.0375361799058193,0.22694758947500576,0.0295915849457886,-0.0126242053387868,-0.0532834634675818,-0.0668315515153954,-0.0663524617828448
0.42090545387265654,BTC,2013-05-06 23:59:59,145.1901594161308,130.7463627153401,132.80279460440804,141.38342884250778,141.38342884250778,-0.05838584297988718,0.02870931693460096,-0.07622420739937971,0.0,-0.03743708964445134,0.22293670830907747,0.0295915849457886,-0.0126242053387868,-0.0532834634675818,-0.0668315515153954,-0.0663524617828448
0.5384107956730805,BTC,2013-05-07 23:59:59,144.69797090183636,130.23401595926106,132.48414662604512,140.92011986820535,140.92011986820535,-0.057376349950755544,0.02853452100953858,-0.07696130253293232,0.0,-0.0369671162016308,0.21927064071305583,0.0295915849457886,-0.0126242053387868,-0.0532834634675818,-0.0668315515153954,-0.0663524617828448
0.6695982251975289,BTC,2013-05-08 23:59:59,144.2496302487737,129.91410871142944,132.12935363144166,140.49602501586247,140.49602501586247,-0.05702822752484999,0.028394377175867295,-0.07630953743133409,0.0,-0.036106708741892674,0.21581501401573347,0.0295915849457886,-0.0126242053387868,-0.0532834634675818,-0.0668315515153954,-0.0663524617828448
