Unnamed: 0,tic,date,high,low,open,close,adjcp,zopen,zhigh,zlow,zadjcp,zclose,zd_5,zd_10,zd_15,zd_20,zd_25,zd_30
0.0,BTC,2013-04-29 23:59:59,147.48800659179688,134.0,134.44400024414062,144.5399932861328,144.5399932861328,-0.0698491318039987,0.0203958312065792,-0.0729209476664893,0.0,-0.0383284457137463,0.2347621283567775,0.0295915849457886,-0.0126242053387868,-0.0532834634675818,-0.0668315515153954,-0.0663524617828448
0.0,BTC,2013-04-30 23:59:59,146.92999267578125,134.0,134.44400024414062,139.0,139.0,-0.0698491318039987,0.0203958312065792,-0.0729209476664893,0.0,-0.0383284457137463,0.2347621283567775,0.0295915849457886,-0.0126242053387868,-0.0532834634675818,-0.0668315515153954,-0.0663524617828448
0.0,BTC,2013-05-01 23:59:59,139.88999938964844,107.72000122070312,134.44400024414062,116.98999786376952,116.98999786376952,-0.0698491318039987,0.0203958312065792,-0.0792375144229078,0.0,-0.0383284457137463,0.2347621283567775,0.0295915849457886,-0.0126242053387868,-0.0532834634675818,-0.0668315515153954,-0.0663524617828448
0.0,BTC,2013-05-02 23:59:59,125.5999984741211,92.28189849853516,116.37999725341795,105.20999908447266,105.20999908447266,-0.0698491318039987,0.0203958312065792,-0.122879010535468,0.0,-0.0383284457137463,0.2347621283567775,0.0295915849457886,-0.0126242053387868,-0.0532834634675818,-0.0668315515153954,-0.0663524617828448
0.0,BTC,2013-05-03 23:59:59,108.12799835205078,79.0999984741211,106.25,97.75,97.75,-0.0698491318039987,0.0203958312065792,-0.1907928544846947,0.0,-0.0383284457137463,0.2347621283567775,0.0295915849457886,-0.0126242053387868,-0.0532834634675818,-0.0668315515153954,-0.0663524617828448
0.0,BTC,2013-05-04 23:59:59,108.12799835205078,79.0999984741211,98.0999984741211,97.75,97.75,-0.1280000135633681,0.0203958312065792,-0.1907928544846947,0.0,-0.0383284457137463,0.2347621283567775,0.0295915849457886,-0.0126242053387868,-0.0532834634675818,-0.0668315515153954,-0.0663524617828448
0.0,BTC,2013-05-05 23:59:59,108.12799835205078,79.0999984741211,98.0999984741211,97.75,97.75,-0.1280000135633681,0.0203958312065792,-0.1907928544846947,0.0,-0.0383284457137463,0.2347621283567775,0.0295915849457886,-0.0126242053387868,-0.0532834634675818,-0.0668315515153954,-0.0663524617828448
0.0,BTC,2013-05-06 23:59:59,108.12799835205078,79.0999984741211,98.0999984741211,97.75,97.75,-0.1280000135633681,0.0203958312065792,-0.1907928544846947,0.0,-0.0383284457137463,0.2347621283567775,0.0295915849457886,-0.0126242053387868,-0.0532834634675818,-0.0668315515153954,-0.0663524617828448
0.0,BTC,2013-05-07 23:59:59,108.12799835205078,79.0999984741211,98.0999984741211,97.75,97.75,-0.1280000135633681,0.0174349797680772,-0.1907928544846947,0.0,-0.0383284457137463,0.2347621283567775,0.0295915849457886,-0.0126242053387868,-0.0532834634675818,-0.0668315515153954,-0.0663524617828448
0.0,BTC,2013-05-08 23:59:59,108.12799835205078,79.0999984741211,98.0999984741211,97.75,97.75,-0.1280000135633681,0.0174349797680772,-0.1907928544846947,0.0,-0.0383284457137463,0.2347621283567775,0.0295915849457886,-0.0126242053387868,-0.0532834634675818,-0.0668315515153954,-0.0663524617828448
0.0,BTC,2013-05-09 23:59:59,108.12799835205078,79.0999984741211,98.0999984741211,97.75,97.75,-0.1280000135633681,0.0070116351146358,-0.1907928544846947,0.0,-0.0383284457137463,0.2347621283567775,0.0295915849457886,-0.0126242053387868,-0.0532834634675818,-0.0668315515153954,-0.0663524617828448
0.0,BTC,2013-05-10 23:59:59,108.12799835205078,79.0999984741211,98.0999984741211,97.75,97.75,-0.1280000135633681,0.0070116351146358,-0.1907928544846947,0.0,-0.0383284457137463,0.2347621283567775,0.0295915849457886,-0.0126242053387868,-0.0532834634675818,-0.0668315515153954,-0.0663524617828448
0.0,BTC,2013-05-11 23:59:59,108.12799835205078,79.0999984741211,98.0999984741211,97.75,97.75,-0.1280000135633681,0.0070116351146358,-0.1907928544846947,0.0,-0.0383284457137463,0.2347621283567775,0.0295915849457886,-0.0126242053387868,-0.0532834634675818,-0.0668315515153954,-0.0663524617828448
0.0,BTC,2013-05-12 23:59:59,108.12799835205078,79.0999984741211,98.0999984741211,97.75,97.75,-0.1280000135633681,0.0070116351146358,-0.1907928544846947,0.0,-0.0383284457137463,0.2347621283567775,0.0295915849457886,-0.0126242053387868,-0.0532834634675818,-0.0668315515153954,-0.0663524617828448
0.0,BTC,2013-05-13 23:59:59,108.12799835205078,79.0999984741211,98.0999984741211,97.75,97.75,-0.1280000135633681,0.006094203425726,-0.1907928544846947,0.0,-0.0383284457137463,0.2347621283567775,0.0295915849457886,-0.0126242053387868,-0.0532834634675818,-0.0668315515153954,-0.0663524617828448
0.0,BTC,2013-05-14 23:59:59,108.12799835205078,79.0999984741211,98.0999984741211,111.5,111.5,-0.1280000135633681,0.006094203425726,-0.1907928544846947,0.0,-0.0383284457137463,0.2347621283567775,0.0295915849457886,-0.0126242053387868,-0.0532834634675818,-0.0668315515153954,-0.0663524617828448
0.0,BTC,2013-05-15 23:59:59,108.12799835205078,79.0999984741211,98.0999984741211,111.5,111.5,-0.1280000135633681,0.006094203425726,-0.1907928544846947,0.0,-0.0383284457137463,0.2347621283567775,0.0295915849457886,-0.0126242053387868,-0.0532834634675818,-0.0668315515153954,-0.0663524617828448
0.0,BTC,2013-05-16 23:59:59,108.12799835205078,79.0999984741211,98.0999984741211,111.5,111.5,-0.1280000135633681,0.0,-0.1907928544846947,0.0,-0.0383284457137463,0.2347621283567775,0.0295915849457886,-0.0126242053387868,-0.0532834634675818,-0.0668315515153954,-0.0663524617828448
0.0,BTC,2013-05-17 23:59:59,108.12799835205078,79.0999984741211,98.0999984741211,111.5,111.5,-0.1280000135633681,0.0,-0.1907928544846947,0.0,-0.0383284457137463,0.2347621283567775,0.0295915849457886,-0.0126242053387868,-0.0532834634675818,-0.0668315515153954,-0.0663524617828448
0.0,BTC,2013-05-18 23:59:59,108.12799835205078,79.0999984741211,98.0999984741211,111.5,111.5,-0.1280000135633681,0.0,-0.1907928544846947,0.0,-0.0383284457137463,0.2347621283567775,0.0295915849457886,-0.0126242053387868,-0.0532834634675818,-0.0668315515153954,-0.0663524617828448
0.0,BTC,2013-05-19 23:59:59,108.12799835205078,79.0999984741211,98.0999984741211,111.5,111.5,-0.1280000135633681,0.0,-0.1907928544846947,0.0,-0.0383284457137463,0.2347621283567775,0.0295915849457886,-0.0126242053387868,-0.0532834634675818,-0.0668315515153954,-0.0663524617828448
